text,label
Valaciclovir + Simvastatin,Unknown
Pregabalin + Lactulose,Unknown
Metoprolol + Levocarnitine,Unknown
Acetaminophen + Levocarnitine,Unknown
Amlodipine + Levocarnitine,Unknown
Loratadine + Levocarnitine,Unknown
Levocarnitine + Simvastatin,Unknown
Levocarnitine + Lisinopril,Unknown
Levocarnitine + Nitroglycerin,Unknown
Levocarnitine + Clopidogrel,Unknown
Levocarnitine + Diazepam,Unknown
Levocarnitine + Fexofenadine,Unknown
Levocarnitine + Heparin,Unknown
Levocarnitine + Ofloxacin,Unknown
Levocarnitine + Budesonide,Unknown
Levocarnitine + Fluticasone,Unknown
Vancomycin + Enalapril,Unknown
Enalapril + Simvastatin,Unknown
Enalapril + Ondansetron,Unknown
Tramadol + Nizatidine,Unknown
Pregabalin + Nizatidine,Unknown
Piperacillin + Nizatidine,Unknown
Allopurinol + Nizatidine,Unknown
Oxycodone + Nizatidine,Unknown
Vancomycin + Nizatidine,Unknown
Nizatidine + Prednisone,Unknown
Nizatidine + Simvastatin,Unknown
Nizatidine + Tacrolimus,Unknown
Nizatidine + Ondansetron,Unknown
Nizatidine + Salmeterol,Unknown
Nizatidine + Ofloxacin,Unknown
Nizatidine + Fluticasone,Unknown
Diclofenac + Simvastatin,Unknown
Diclofenac + Ondansetron,Unknown
Metformin + Doxazosin,Unknown
Vancomycin + Doxazosin,Unknown
Doxazosin + Simvastatin,Unknown
Doxazosin + Ondansetron,Unknown
Amiloride + Simvastatin,Unknown
Oxytetracycline + Simvastatin,Unknown
Metformin + Labetalol,Unknown
Vancomycin + Labetalol,Unknown
Labetalol + Simvastatin,Unknown
Labetalol + Ondansetron,Unknown
Metformin + Linezolid,Unknown
Vancomycin + Linezolid,Unknown
Linezolid + Prednisone,Unknown
Sulindac + Simvastatin,Unknown
Chloroquine + Prednisone,Unknown
Butorphanol + Prednisone,Unknown
Butorphanol + Simvastatin,Unknown
Metformin + Bisoprolol,Unknown
Vancomycin + Bisoprolol,Unknown
Bisoprolol + Simvastatin,Unknown
Bisoprolol + Ondansetron,Unknown
Vancomycin + Imatinib,Unknown
Pregabalin + Triamcinolone,Unknown
Allopurinol + Triamcinolone,Unknown
Trimethoprim + Triamcinolone,Unknown
Duloxetine + Triamcinolone,Unknown
Vancomycin + Triamcinolone,Unknown
Triamcinolone + Simvastatin,Unknown
Triamcinolone + Fluticasone,Unknown
Oxandrolone + Simvastatin,Unknown
Oxandrolone + Fluticasone,Unknown
Vancomycin + Nicardipine,Unknown
Nicardipine + Simvastatin,Unknown
Nicardipine + Ondansetron,Unknown
Fluphenazine + Simvastatin,Unknown
Vancomycin + Testosterone,Unknown
Testosterone + Simvastatin,Unknown
Metformin + Efavirenz,Unknown
Vancomycin + Efavirenz,Unknown
Vancomycin + Niacin,Unknown
Niacin + Prednisone,Unknown
Niacin + Hydrocortisone,Unknown
Niacin + Ondansetron,Unknown
Niacin + Amoxicillin,Unknown
Niacin + Budesonide,Unknown
Calcitriol + Alendronic acid,Unknown
Pantoprazole + Alendronic acid,Unknown
Glimepiride + Alendronic acid,Unknown
Mesalazine + Alendronic acid,Unknown
Doxycycline + Alendronic acid,Unknown
Clotrimazole + Alendronic acid,Unknown
Acarbose + Alendronic acid,Unknown
Morphine + Alendronic acid,Unknown
Metformin + Alendronic acid,Unknown
Omeprazole + Alendronic acid,Unknown
Palonosetron + Alendronic acid,Unknown
Rosiglitazone + Alendronic acid,Unknown
Lansoprazole + Alendronic acid,Unknown
Vancomycin + Alendronic acid,Unknown
Atropine + Alendronic acid,Unknown
Lactulose + Alendronic acid,Unknown
Triamcinolone + Alendronic acid,Unknown
Alendronic acid + Prednisone,Unknown
Alendronic acid + Simvastatin,Unknown
Alendronic acid + Nystatin,Unknown
Alendronic acid + Chlorpropamide,Unknown
Alendronic acid + Aprepitant,Unknown
Alendronic acid + Nateglinide,Unknown
Alendronic acid + Hydrocortisone,Unknown
Alendronic acid + Scopolamine,Unknown
Alendronic acid + Dolasetron,Unknown
Alendronic acid + Tetracycline,Unknown
Alendronic acid + Potassium chloride,Unknown
Alendronic acid + Sulfasalazine,Unknown
Alendronic acid + Dicyclomine,Unknown
Alendronic acid + Loperamide,Unknown
Alendronic acid + Prednisolone,Unknown
Alendronic acid + Chlorhexidine,Unknown
Alendronic acid + Granisetron,Unknown
Alendronic acid + Ondansetron,Unknown
Alendronic acid + Repaglinide,Unknown
Alendronic acid + Metronidazole,Unknown
Alendronic acid + Misoprostol,Unknown
Alendronic acid + Alosetron,Unknown
Alendronic acid + Cromoglicic acid,Unknown
Alendronic acid + Glyburide,Unknown
Alendronic acid + Minocycline,Unknown
Alendronic acid + Amoxicillin,Unknown
Alendronic acid + Glipizide,Unknown
Alendronic acid + Tegaserod,Unknown
Alendronic acid + Orlistat,Unknown
Alendronic acid + Rosuvastatin,Unknown
Alendronic acid + Sibutramine,Unknown
Alendronic acid + Miconazole,Unknown
Alendronic acid + Rabeprazole,Unknown
Alendronic acid + Pioglitazone,Unknown
Alendronic acid + Calcium chloride,Unknown
Alendronic acid + Clarithromycin,Unknown
Alendronic acid + Budesonide,Unknown
Alendronic acid + Metoclopramide,Unknown
Alendronic acid + Dexamethasone,Unknown
Alendronic acid + Ursodeoxycholic acid,Unknown
Goserelin + Prednisone,Unknown
Eptifibatide + Prednisone,Unknown
Octreotide + Prednisone,Unknown
Bortezomib + Prednisone,Unknown
Tramadol + Prednisone,Unknown
Sildenafil + Prednisone,Unknown
Dofetilide + Prednisone,Unknown
Adapalene + Prednisone,Unknown
Eletriptan + Prednisone,Unknown
Gadodiamide + Prednisone,Unknown
Pregabalin + Prednisone,Unknown
Temazepam + Prednisone,Unknown
Ziprasidone + Prednisone,Unknown
Ropinirole + Prednisone,Unknown
Topiramate + Prednisone,Unknown
Venlafaxine + Prednisone,Unknown
Travoprost + Prednisone,Unknown
Atomoxetine + Prednisone,Unknown
Bleomycin + Prednisone,Unknown
Ertapenem + Prednisone,Unknown
Mitomycin + Prednisone,Unknown
Zolmitriptan + Prednisone,Unknown
Gefitinib + Prednisone,Unknown
Pimecrolimus + Prednisone,Unknown
Tioguanine + Prednisone,Unknown
Sulfadiazine + Prednisone,Unknown
Vinorelbine + Prednisone,Unknown
Sucralfate + Prednisone,Unknown
Treprostinil + Prednisone,Unknown
Trihexyphenidyl + Prednisone,Unknown
Palonosetron + Prednisone,Unknown
Progesterone + Prednisone,Unknown
Sorafenib + Prednisone,Unknown
Zoledronic acid + Prednisone,Unknown
Zolpidem + Prednisone,Unknown
Prochlorperazine + Prednisone,Unknown
Allopurinol + Prednisone,Unknown
Trimethoprim + Prednisone,Unknown
Acitretin + Prednisone,Unknown
Verteporfin + Prednisone,Unknown
Montelukast + Prednisone,Unknown
Duloxetine + Prednisone,Unknown
Lenalidomide + Prednisone,Unknown
Raloxifene + Prednisone,Unknown
Sotalol + Prednisone,Unknown
Entacapone + Prednisone,Unknown
Darifenacin + Prednisone,Unknown
Vancomycin + Prednisone,Unknown
Caspofungin + Prednisone,Unknown
Erlotinib + Prednisone,Unknown
Cefdinir + Prednisone,Unknown
Gadoversetamide + Prednisone,Unknown
Vincristine + Prednisone,Unknown
Zafirlukast + Prednisone,Unknown
Propylthiouracil + Prednisone,Unknown
Tigecycline + Prednisone,Unknown
Vinblastine + Prednisone,Unknown
Valaciclovir + Prednisone,Unknown
Ivermectin + Prednisone,Unknown
Triamcinolone + Prednisone,Unknown
Clofarabine + Prednisone,Unknown
Prednisone + Simvastatin,Unknown
Prednisone + Pemetrexed,Unknown
Prednisone + Nystatin,Unknown
Prednisone + Stavudine,Unknown
Prednisone + Trazodone,Unknown
Prednisone + Sevelamer,Unknown
Prednisone + Acamprosate,Unknown
Prednisone + Sumatriptan,Unknown
Prednisone + Tamoxifen,Unknown
Prednisone + Tobramycin,Unknown
Prednisone + Tizanidine,Unknown
Prednisone + Tamsulosin,Unknown
Prednisone + Ibandronate,Unknown
Prednisone + Imiquimod,Unknown
Prednisone + Risperidone,Unknown
Prednisone + Scopolamine,Unknown
Prednisone + Tretinoin,Unknown
Prednisone + Tetracycline,Unknown
Prednisone + Methimazole,Unknown
Prednisone + Olopatadine,Unknown
Prednisone + Sulfasalazine,Unknown
Prednisone + Ribavirin,Unknown
Prednisone + Propofol,Unknown
Prednisone + Tadalafil,Unknown
Prednisone + Dacarbazine,Unknown
Prednisone + Temozolomide,Unknown
Prednisone + Terbinafine,Unknown
Prednisone + Vardenafil,Unknown
Prednisone + Ranitidine,Unknown
Prednisone + Risedronic acid,Unknown
Prednisone + Bimatoprost,Unknown
Prednisone + Tiagabine,Unknown
Prednisone + Zonisamide,Unknown
Prednisone + Paricalcitol,Unknown
Prednisone + Almotriptan,Unknown
Prednisone + Misoprostol,Unknown
Prednisone + Fulvestrant,Unknown
Prednisone + Rizatriptan,Unknown
Prednisone + Carboplatin,Unknown
Prednisone + Zaleplon,Unknown
Prednisone + Desloratadine,Unknown
Prednisone + Selenium Sulfide,Unknown
Prednisone + Ezetimibe,Unknown
Prednisone + Rivastigmine,Unknown
Prednisone + Auranofin,Unknown
Prednisone + Frovatriptan,Unknown
Prednisone + Cromoglicic acid,Unknown
Prednisone + Cinacalcet,Unknown
Prednisone + Balsalazide,Unknown
Prednisone + Isosorbide mononitrate,Unknown
Prednisone + Mycophenolic acid,Unknown
Prednisone + Probenecid,Unknown
Prednisone + Mercaptopurine,Unknown
Prednisone + Tolterodine,Unknown
Prednisone + Promethazine,Unknown
Prednisone + Tegaserod,Unknown
Prednisone + Streptomycin,Unknown
Prednisone + Iloprost,Unknown
Prednisone + Rosuvastatin,Unknown
Prednisone + Capecitabine,Unknown
Prednisone + Sertraline,Unknown
Prednisone + Sibutramine,Unknown
Prednisone + Atovaquone,Unknown
Prednisone + Dutasteride,Unknown
Prednisone + Rabeprazole,Unknown
Prednisone + Calcium chloride,Unknown
Prednisone + Arsenic trioxide,Unknown
Prednisone + Propafenone,Unknown
Prednisone + Brinzolamide,Unknown
Prednisone + Zopiclone,Unknown
Prednisone + Levetiracetam,Unknown
Prednisone + Rifaximin,Unknown
Prednisone + Aminophylline,Unknown
Prednisone + Quetiapine,Unknown
Prednisone + Aripiprazole,Unknown
Prednisone + Varenicline,Unknown
Prednisone + Tiotropium,Unknown
Prednisone + Cefpodoxime,Unknown
Prednisone + Acenocoumarol,Unknown
Prednisone + Ursodeoxycholic acid,Unknown
Prednisone + Valganciclovir,Unknown
Prednisone + Thiotepa,Unknown
Prednisone + Ambrisentan,Unknown
Prednisone + Clobetasol,Unknown
Prednisone + Fluticasone,Unknown
Prednisone + Loteprednol etabonate,Unknown
Metformin + Adenosine,Unknown
Vancomycin + Adenosine,Unknown
Adenosine + Simvastatin,Unknown
Adenosine + Epinephrine,Unknown
Adenosine + Hydrocortisone,Unknown
Eptifibatide + Simvastatin,Unknown
Hydroxocobalamin + Simvastatin,Unknown
Dofetilide + Simvastatin,Unknown
Eletriptan + Simvastatin,Unknown
Gadodiamide + Simvastatin,Unknown
Pregabalin + Simvastatin,Unknown
Ziprasidone + Simvastatin,Unknown
Travoprost + Simvastatin,Unknown
Atomoxetine + Simvastatin,Unknown
Ropivacaine + Simvastatin,Unknown
Ertapenem + Simvastatin,Unknown
Gefitinib + Simvastatin,Unknown
Pimecrolimus + Simvastatin,Unknown
Sucralfate + Simvastatin,Unknown
Treprostinil + Simvastatin,Unknown
Palonosetron + Simvastatin,Unknown
Sorafenib + Simvastatin,Unknown
Zoledronic acid + Simvastatin,Unknown
Rosiglitazone + Simvastatin,Unknown
Allopurinol + Simvastatin,Unknown
Verteporfin + Simvastatin,Unknown
Montelukast + Simvastatin,Unknown
Duloxetine + Simvastatin,Unknown
Entacapone + Simvastatin,Unknown
Darifenacin + Simvastatin,Unknown
Caspofungin + Simvastatin,Unknown
Erlotinib + Simvastatin,Unknown
Cefdinir + Simvastatin,Unknown
Gadoversetamide + Simvastatin,Unknown
Tigecycline + Simvastatin,Unknown
Valdecoxib + Simvastatin,Unknown
Lactulose + Simvastatin,Unknown
Simvastatin + Pemetrexed,Unknown
Simvastatin + Nystatin,Unknown
Simvastatin + Sevelamer,Unknown
Simvastatin + Acamprosate,Unknown
Simvastatin + Moexipril,Unknown
Simvastatin + Eplerenone,Unknown
Simvastatin + Tamsulosin,Unknown
Simvastatin + Ibandronate,Unknown
Simvastatin + Imiquimod,Unknown
Simvastatin + Rocuronium,Unknown
Simvastatin + Nateglinide,Unknown
Simvastatin + Methimazole,Unknown
Simvastatin + Olopatadine,Unknown
Simvastatin + Perindopril,Unknown
Simvastatin + Sulfasalazine,Unknown
Simvastatin + Tadalafil,Unknown
Simvastatin + Dacarbazine,Unknown
Simvastatin + Vardenafil,Unknown
Simvastatin + Bimatoprost,Unknown
Simvastatin + Paricalcitol,Unknown
Simvastatin + Almotriptan,Unknown
Simvastatin + Misoprostol,Unknown
Simvastatin + Fulvestrant,Unknown
Simvastatin + Telmisartan,Unknown
Simvastatin + Desloratadine,Unknown
Simvastatin + Exemestane,Unknown
Simvastatin + Cinacalcet,Unknown
Simvastatin + Balsalazide,Unknown
Simvastatin + Mycophenolic acid,Unknown
Simvastatin + Mercaptopurine,Unknown
Simvastatin + Tegaserod,Unknown
Simvastatin + Iloprost,Unknown
Simvastatin + Capecitabine,Unknown
Simvastatin + Dutasteride,Unknown
Simvastatin + Gemifloxacin,Unknown
Simvastatin + Brinzolamide,Unknown
Simvastatin + Levetiracetam,Unknown
Simvastatin + Aripiprazole,Unknown
Simvastatin + Paliperidone,Unknown
Simvastatin + Varenicline,Unknown
Simvastatin + Fosphenytoin,Unknown
Simvastatin + Tiotropium,Unknown
Simvastatin + Cefpodoxime,Unknown
Simvastatin + Valganciclovir,Unknown
Simvastatin + Ambrisentan,Unknown
Simvastatin + Desvenlafaxine,Unknown
Simvastatin + Aliskiren,Unknown
Simvastatin + Fluticasone,Unknown
Simvastatin + Loteprednol etabonate,Unknown
Mitotane + Ondansetron,Unknown
Vancomycin + Stavudine,Unknown
Metformin + Leucovorin,Unknown
Vancomycin + Leucovorin,Unknown
Prednisone + Leucovorin,Unknown
Simvastatin + Leucovorin,Unknown
Leucovorin + Hydrocortisone,Unknown
Leucovorin + Ondansetron,Unknown
Leucovorin + Amoxicillin,Unknown
Prednisone + Pentazocine,Unknown
Metformin + Latanoprost,Unknown
Vancomycin + Latanoprost,Unknown
Prednisone + Latanoprost,Unknown
Simvastatin + Latanoprost,Unknown
Latanoprost + Ondansetron,Unknown
Vancomycin + Trazodone,Unknown
Simvastatin + Trazodone,Unknown
Vancomycin + Verapamil,Unknown
Verapamil + Ondansetron,Unknown
Cyclosporine + Epinephrine,Unknown
Folic acid + Epinephrine,Unknown
Pravastatin + Epinephrine,Unknown
Valsartan + Epinephrine,Unknown
Ramipril + Epinephrine,Unknown
Baclofen + Epinephrine,Unknown
Lorazepam + Epinephrine,Unknown
Tramadol + Epinephrine,Unknown
Fluconazole + Epinephrine,Unknown
Erythromycin + Epinephrine,Unknown
Sildenafil + Epinephrine,Unknown
Azithromycin + Epinephrine,Unknown
Pantoprazole + Epinephrine,Unknown
Torasemide + Epinephrine,Unknown
Citalopram + Epinephrine,Unknown
Eletriptan + Epinephrine,Unknown
Moxifloxacin + Epinephrine,Unknown
Lovastatin + Epinephrine,Unknown
Pregabalin + Epinephrine,Unknown
Temazepam + Epinephrine,Unknown
Phenytoin + Epinephrine,Unknown
Clotrimazole + Epinephrine,Unknown
Topiramate + Epinephrine,Unknown
Theophylline + Epinephrine,Unknown
Lidocaine + Epinephrine,Unknown
Pamidronic acid + Epinephrine,Unknown
Etomidate + Epinephrine,Unknown
Morphine + Epinephrine,Unknown
Ropivacaine + Epinephrine,Unknown
Bupivacaine + Epinephrine,Unknown
Valproic acid + Epinephrine,Unknown
Zolmitriptan + Epinephrine,Unknown
Acetaminophen + Epinephrine,Unknown
Hydromorphone + Epinephrine,Unknown
Indomethacin + Epinephrine,Unknown
Omeprazole + Epinephrine,Unknown
Cetirizine + Epinephrine,Unknown
Diltiazem + Epinephrine,Unknown
Sucralfate + Epinephrine,Unknown
Mirtazapine + Epinephrine,Unknown
Amlodipine + Epinephrine,Unknown
Carisoprodol + Epinephrine,Unknown
Zoledronic acid + Epinephrine,Unknown
Alprazolam + Epinephrine,Unknown
Pramipexole + Epinephrine,Unknown
Ampicillin + Epinephrine,Unknown
Spironolactone + Epinephrine,Unknown
Zolpidem + Epinephrine,Unknown
Nitric Oxide + Epinephrine,Unknown
Allopurinol + Epinephrine,Unknown
Ceftazidime + Epinephrine,Unknown
Lansoprazole + Epinephrine,Unknown
Loratadine + Epinephrine,Unknown
Nabumetone + Epinephrine,Unknown
Ketorolac + Epinephrine,Unknown
Montelukast + Epinephrine,Unknown
Fluoxetine + Epinephrine,Unknown
Amikacin + Epinephrine,Unknown
Raloxifene + Epinephrine,Unknown
Celecoxib + Epinephrine,Unknown
Buspirone + Epinephrine,Unknown
Cefotaxime + Epinephrine,Unknown
Oxycodone + Epinephrine,Unknown
Vancomycin + Epinephrine,Unknown
Cisplatin + Epinephrine,Unknown
Caspofungin + Epinephrine,Unknown
Oxaliplatin + Epinephrine,Unknown
Cyclophosphamide + Epinephrine,Unknown
Rofecoxib + Epinephrine,Unknown
Ciprofloxacin + Epinephrine,Unknown
Fluorouracil + Epinephrine,Unknown
Zafirlukast + Epinephrine,Unknown
Lamotrigine + Epinephrine,Unknown
Hydroxyzine + Epinephrine,Unknown
Methotrexate + Epinephrine,Unknown
Carbamazepine + Epinephrine,Unknown
Cisatracurium + Epinephrine,Unknown
Cephalexin + Epinephrine,Unknown
Atropine + Epinephrine,Unknown
Clonidine + Epinephrine,Unknown
Lactulose + Epinephrine,Unknown
Enalapril + Epinephrine,Unknown
Diclofenac + Epinephrine,Unknown
Doxazosin + Epinephrine,Unknown
Triamcinolone + Epinephrine,Unknown
Bacitracin + Epinephrine,Unknown
Alendronic acid + Epinephrine,Unknown
Prednisone + Epinephrine,Unknown
Simvastatin + Epinephrine,Unknown
Nystatin + Epinephrine,Unknown
Verapamil + Epinephrine,Unknown
Epinephrine + Sumatriptan,Unknown
Epinephrine + Losartan,Unknown
Epinephrine + Amphotericin B,Unknown
Epinephrine + Warfarin,Unknown
Epinephrine + Midazolam,Unknown
Epinephrine + Tobramycin,Unknown
Epinephrine + Furosemide,Unknown
Epinephrine + Tizanidine,Unknown
Epinephrine + Sufentanil,Unknown
Epinephrine + Flurbiprofen,Unknown
Epinephrine + Oxacillin,Unknown
Epinephrine + Paroxetine,Unknown
Epinephrine + Lisinopril,Unknown
Epinephrine + Nitroglycerin,Unknown
Epinephrine + Rocuronium,Unknown
Epinephrine + Hydrocortisone,Unknown
Epinephrine + Modafinil,Unknown
Epinephrine + Clopidogrel,Unknown
Epinephrine + Potassium chloride,Unknown
Epinephrine + Olopatadine,Unknown
Epinephrine + Etoposide,Unknown
Epinephrine + Acyclovir,Unknown
Epinephrine + Naproxen,Unknown
Epinephrine + Gentamicin,Unknown
Epinephrine + Fentanyl,Unknown
Epinephrine + Meloxicam,Unknown
Epinephrine + Propofol,Unknown
Epinephrine + Diazepam,Unknown
Epinephrine + Loperamide,Unknown
Epinephrine + Dobutamine,Unknown
Epinephrine + Prednisolone,Unknown
Epinephrine + Ranitidine,Unknown
Epinephrine + Tacrolimus,Unknown
Epinephrine + Isosorbide dinitrate,Unknown
Epinephrine + Risedronic acid,Unknown
Epinephrine + Bumetanide,Unknown
Epinephrine + Ondansetron,Unknown
Epinephrine + Metronidazole,Unknown
Epinephrine + Cyclobenzaprine,Unknown
Epinephrine + Famotidine,Unknown
Epinephrine + Acetylsalicylic acid,Unknown
Epinephrine + Fexofenadine,Unknown
Epinephrine + Rizatriptan,Unknown
Epinephrine + Methylprednisolone,Unknown
Epinephrine + Zaleplon,Unknown
Epinephrine + Desloratadine,Unknown
Epinephrine + Azelastine,Unknown
Epinephrine + Ezetimibe,Unknown
Epinephrine + Azathioprine,Unknown
Epinephrine + Neomycin,Unknown
Epinephrine + Gabapentin,Unknown
Epinephrine + Doxorubicin,Unknown
Epinephrine + Hydrochlorothiazide,Unknown
Epinephrine + Cromoglicic acid,Unknown
Epinephrine + Isosorbide mononitrate,Unknown
Epinephrine + Phylloquinone,Unknown
Epinephrine + Irbesartan,Unknown
Epinephrine + Gatifloxacin,Unknown
Epinephrine + Ibuprofen,Unknown
Epinephrine + Amoxicillin,Unknown
Epinephrine + Clonazepam,Unknown
Epinephrine + Atorvastatin,Unknown
Epinephrine + Tegaserod,Unknown
Epinephrine + Pilocarpine,Unknown
Epinephrine + Fluvastatin,Unknown
Epinephrine + Rosuvastatin,Unknown
Epinephrine + Sertraline,Unknown
Epinephrine + Cefuroxime,Unknown
Epinephrine + Nifedipine,Unknown
Epinephrine + Amiodarone,Unknown
Epinephrine + Rabeprazole,Unknown
Epinephrine + Calcium chloride,Unknown
Epinephrine + Ofloxacin,Unknown
Epinephrine + Captopril,Unknown
Epinephrine + Zopiclone,Unknown
Epinephrine + Levetiracetam,Unknown
Epinephrine + Clarithromycin,Unknown
Epinephrine + Ceftriaxone,Unknown
Epinephrine + Budesonide,Unknown
Epinephrine + Paclitaxel,Unknown
Epinephrine + Metoclopramide,Unknown
Epinephrine + Dexamethasone,Unknown
Epinephrine + Gemfibrozil,Unknown
Epinephrine + Varenicline,Unknown
Epinephrine + Fosphenytoin,Unknown
Epinephrine + Cefazolin,Unknown
Epinephrine + Pancuronium,Unknown
Epinephrine + Vecuronium,Unknown
Epinephrine + Sodium bicarbonate,Unknown
Epinephrine + Tiotropium,Unknown
Epinephrine + Cefepime,Unknown
Epinephrine + Fluticasone,Unknown
Simvastatin + Sumatriptan,Unknown
Loratadine + Chlorpropamide,Unknown
Simvastatin + Chlorpropamide,Unknown
Chlorpropamide + Clopidogrel,Unknown
Metformin + Galantamine,Unknown
Simvastatin + Galantamine,Unknown
Acarbose + Tamoxifen,Unknown
Sucralfate + Tamoxifen,Unknown
Rosiglitazone + Tamoxifen,Unknown
Vancomycin + Tamoxifen,Unknown
Lactulose + Tamoxifen,Unknown
Triamcinolone + Tamoxifen,Unknown
Simvastatin + Tamoxifen,Unknown
Nystatin + Tamoxifen,Unknown
Tamoxifen + Misoprostol,Unknown
Tamoxifen + Rosuvastatin,Unknown
Tamoxifen + Calcium chloride,Unknown
Tamoxifen + Ursodeoxycholic acid,Unknown
Metformin + Losartan,Unknown
Vancomycin + Losartan,Unknown
Simvastatin + Losartan,Unknown
Losartan + Ondansetron,Unknown
Tramadol + Amphotericin B,Unknown
Metoprolol + Amphotericin B,Unknown
Acetaminophen + Amphotericin B,Unknown
Piperacillin + Amphotericin B,Unknown
Cetirizine + Amphotericin B,Unknown
Amlodipine + Amphotericin B,Unknown
Ampicillin + Amphotericin B,Unknown
Allopurinol + Amphotericin B,Unknown
Trimethoprim + Amphotericin B,Unknown
Meperidine + Amphotericin B,Unknown
Loratadine + Amphotericin B,Unknown
Fluoxetine + Amphotericin B,Unknown
Oxycodone + Amphotericin B,Unknown
Ciprofloxacin + Amphotericin B,Unknown
Carbamazepine + Amphotericin B,Unknown
